所有频道,#genre#
CCTV-11戏曲,http://[2409:8087:1070:301:2028::1a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225867/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225739/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225750/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225895/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225739/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225750/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225853/index.m3u8#rtsp://221.203.83.35:554/PLTV/88888888/224/3221226727/10000100000000060000000006519577_0.smil#http://[2409:8087:1070:301:2026::22]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225670/index.m3u8?fmt=ts2hls
CCTV-12社会与法,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226736/index.m3u8#http://[2409:8087:1070:301:2028::14]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225915/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225645/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225670/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221226013/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225645/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225670/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225629/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225605/index.m3u8#http://[2409:8087:1070:301:2026::22]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8?fmt=ts2hls
CCTV-13新闻,http://[2409:8087:1070:301:2028::2a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225957/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225742/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225759/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225787/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221226046/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225742/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225759/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225787/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226062/index.m3u8#rtsp://221.203.83.35:554/PLTV/88888888/224/3221226691/10000100000000060000000006385281_0.smil#http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000009/index.m3u8
CCTV-14少儿,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226720/index.m3u8#http://[2409:8087:1070:301:2028::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225916/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225648/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225901/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221226031/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225648/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225494/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225604/index.m3u8#http://[2409:8087:1070:301:2026::25]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225672/index.m3u8?fmt=ts2hls
CCTV-15音乐,http://[2409:8087:1070:301:2028::22]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225866/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225693/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225945/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225963/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225693/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225854/index.m3u8#rtsp://221.203.83.35:554/PLTV/88888888/224/3221226744/10000100000000060000000006519578_0.smil#http://[2409:8087:1070:301:2026::12]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225673/index.m3u8?fmt=ts2hls
CCTV-16奥林匹克,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227071/index.m3u8#http://[2409:8087:1070:301:2028::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226300/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225937/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225956/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225956/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226230/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226095/index.m3u8#http://[2409:8087:1030:301:2025::28]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226301/index.m3u8?fmt=ts2hls
CCTV-17农业农村,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226841/index.m3u8#http://[2409:8087:1070:301:2028::11]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225977/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225766/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225910/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221226043/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225513/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225766/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225907/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225908/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8
CCTV-5+体育赛事,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226745/index.m3u8#http://[2409:8087:1070:301:2028::1a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225663/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225621/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225712/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225998/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225712/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225621/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225706/index.m3u8#http://61.164.158.154:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225494/index.m3u8
CCTV-4美洲,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227032/index.m3u8#http://[2409:8087:1050:301:2026::17]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225970/index.m3u8?fmt=ts2hls
CCTV-4欧洲,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227093/index.m3u8#http://[2409:8087:1020:301:2026::2b]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225969/index.m3u8?fmt=ts2hls
CCTV-高尔夫·网球,http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225884/index.m3u8
CCTV-第一剧场,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226698/10000100000000060000000006385142_0.smil
CCTV-风云剧场,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226671/10000100000000060000000006385152_0.smil
CCTV-风云音乐,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226718/10000100000000060000000006385496_0.smil
CCTV-风云足球,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226702/10000100000000060000000006385159_0.smil
CCTV-怀旧剧场,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226700/10000100000000060000000006385151_0.smil
CCTV-女性时尚,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226675/10000100000000060000000006385156_0.smil
CCTV-央视文化精品,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226677/10000100000000060000000006385162_0.smil
凤凰中文,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰资讯,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV4K超高清,https://p.ggiptv.com/v/4k.m3u8#http://open.live-web.timetv.cn/live03/cctv4k.m3u8
爱上4K,http://[2409:8087:1070:301:2026::1f]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225858/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226352/index.m3u8#http://111.20.33.93/TVOD/88888893/224/3221226352/index.m3u8
4K纯享,http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225726/index.m3u8#http://117.169.120.221:8080/wh7f454c46tw1485335032_-687149174/hwrr.jx.chinamobile.com/PLTV/88888910/224/3221225786/index.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8#http://39.134.116.30/PLTV/88888910/224/3221225786/index.m3u8
