辽宁移动,#genre#
CCTV-11戏曲,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226753/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227226/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226848/index.m3u8
CCTV-12社会与法,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226736/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226862/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227095/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226606/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226799/index.m3u8
CCTV-13新闻,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226729/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226481/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227229/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226852/index.m3u8
CCTV-14少儿,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226464/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226720/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227177/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226789/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226801/index.m3u8
CCTV-15音乐,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226796/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227174/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226850/index.m3u8
CCTV-16奥林匹克,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226773/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227071/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227074/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226834/index.m3u8
CCTV-17农业农村,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226841/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226594/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226908/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226613/index.m3u8
CCTV-5+体育赛事,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226745/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226611/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226910/index.m3u8
CGTN,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227090/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226768/index.m3u8
CETV-1,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226732/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226518/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227104/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226860/index.m3u8
CETV-4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226884/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227131/index.m3u8
GTV网络棋牌,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226770/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
GTV游戏竞技,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226813/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226632/index.m3u8
家庭理财,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226754/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226538/index.m3u8
电子体育,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226577/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226871/index.m3u8
新动漫,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226818/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
营口公共,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226732/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226897/index.m3u8
营口新闻,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226995/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226734/index.m3u8
抚顺综合,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226894/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226728/index.m3u8
铁岭新闻,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226891/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226701/index.m3u8
沈阳新闻综合,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226895/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226593/index.m3u8
辽宁北方,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226755/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226515/index.m3u8
辽宁都市,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226760/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226524/index.m3u8
辽宁公共,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226766/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226528/index.m3u8
辽宁教育·青少,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226763/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
辽宁经济,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226735/index.m3u8
辽宁生活,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226761/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226489/index.m3u8
辽宁体育,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226764/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
辽宁影视剧,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226738/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226512/index.m3u8
辽宁移动电视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226717/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226982/index.m3u8
辽宁宜佳购物,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226884/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226624/index.m3u8
辽宁卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226731/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226461/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226998/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227270/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226493/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226746/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226892/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226767/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227128/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226880/index.m3u8
安多卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227160/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226769/index.m3u8
安徽卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226746/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226447/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226856/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226569/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227238/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226809/index.m3u8
北京卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226449/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226724/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226823/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226574/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227192/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226815/index.m3u8
北京冬奥纪实,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226730/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
兵团卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226859/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226602/index.m3u8
重庆卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226490/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226737/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226868/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226575/index.m3u8
东方卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226453/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226733/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226872/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226610/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227116/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226821/index.m3u8
东南卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226784/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226536/index.m3u8
甘肃卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226875/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226612/index.m3u8
广东卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226743/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226878/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226614/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227107/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226817/index.m3u8
广西卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226830/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226580/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227101/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226807/index.m3u8
贵州卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226874/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226616/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226805/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227098/index.m3u8
海南卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226801/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226585/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227137/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226829/index.m3u8
河北卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226774/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226576/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227122/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226827/index.m3u8
河南卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226791/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226491/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227244/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226866/index.m3u8
黑龙江卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226478/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226749/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226881/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226620/index.m3u8
湖北卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226705/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226455/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226877/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226579/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227198/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226876/index.m3u8
湖南卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226727/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226772/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226532/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226858/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227235/index.m3u8
金鹰纪实,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226714/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
金鹰卡通,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226845/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226543/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227195/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226882/index.m3u8
吉林卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227163/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226763/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227113/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226864/index.m3u8
江苏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226638/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226902/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226781/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227186/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226862/index.m3u8
江西卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226788/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
康巴卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226822/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227111/index.m3u8
内蒙古卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226886/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226626/index.m3u8
宁夏卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226804/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227134/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226587/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226831/index.m3u8
农林卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227108/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226818/index.m3u8
青海卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226889/index.m3u8#http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227125/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226628/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226874/index.m3u8
厦门卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226803/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
山东教育卫视,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227166/index.m3u8#http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226816/index.m3u8
